"","BOTTOM_DEPTH","CRUISE","DAY","DIS_PERVOLM2","DIS_PERVOLM3","EST_NUM_PERM2","EST_NUM_PERM3","FOCI_ID","GEAR_NAME","GEOGRAPHIC_AREA","GMT_DATE_TIME_TXT","HAUL_ID","HAUL_NAME","HAUL_PERFORMANCE","LAT","LON","MAX_GEAR_DEPTH","MESH","MIN_GEAR_DEPTH","MONTH","NET","SEX","SEX_NAME","SIZE_NAME","SPECIMEN_FORM","STAGE","STAGE_NAME","STATION_NAME","TAXON_NAME","TAXON_SIZE","VOLUME_FILTERED","YEAR","ZOOP_COPEPOD_NAUPLII","ZOOP_EUPHAUSIID_EGG","weight_mean","sd","total_WW_m2","mean_DW_mg_m2","mg_C_m2","total_WW_m3","mean_DW_mg_m3","mg_C_m3","bsregion"
"11",62,"1AR07",18,1.1271,0.0221,146.1609,2.8659,"1AR07 9 2 60BON 1 4185#22#999#999","60BON","BS","2007-06-18 04:19","1AR07 9 2 60BON 1",2,"GOOD",57.022,-163.49583,51,333,0,6,1,999,"NOT DETERMINED","NOT DETERMINED","B",22,"C - 3 (COPEPODITE III)","9","Calanus marshallae",999,90.37374,2007,NA,NA,0.207782139885689,0.033859585789125,30.3696245696182,4.4181868032691,1.76727472130764,0.595482834698395,0.070437151312781,0.0281748605251124,"3"
"12",62,"1AR07",18,1.1271,0.0221,97.0632,1.9032,"1AR07 9 2 60BON 1 4185#23#999#999","60BON","BS","2007-06-18 04:19","1AR07 9 2 60BON 1",2,"GOOD",57.022,-163.49583,51,333,0,6,1,999,"NOT DETERMINED","NOT DETERMINED","B",23,"C - 4 (COPEPODITE IV)","9","Calanus marshallae",999,90.37374,2007,NA,NA,0.493102857603848,0.0778181501067857,47.8621412881739,7.13172003427395,2.85268801370958,0.938473358591644,0.113697782720019,0.0454791130880076,"3"
"13",62,"1AR07",18,1.1271,0.0221,20.3133,0.3983,"1AR07 9 2 60BON 1 4185#24#999#999","60BON","BS","2007-06-18 04:19","1AR07 9 2 60BON 1",2,"GOOD",57.022,-163.49583,51,333,0,6,1,999,"NOT DETERMINED","NOT DETERMINED","B",24,"C - 5 (COPEPODITE V)","9","Calanus marshallae",999,90.37374,2007,NA,NA,1.28108646212632,0.163979799162647,26.0230936311106,3.75519957136508,1.50207982854603,0.510256737864915,0.0598674461256865,0.0239469784502746,"3"
"14",62,"1AK10",9,23.5196,0.4523,52251.4876,1004.8363,"1AK10 3 2 60BON 1 4185#22#999#999","60BON","BS","2010-06-09 03:24","1AK10 3 2 60BON 1",2,"GOOD",56.97033,-160.3365,52,333,0,6,1,999,"NOT DETERMINED","NOT DETERMINED","B",22,"C - 3 (COPEPODITE III)","3","Calanus marshallae",999,123.81718,2010,NA,NA,0.207782139885689,0.033859585789125,10856.9259057385,2152.25647122773,860.902588491093,208.787036648818,33.6182198675789,13.4472879470316,"3"
"15",62,"1AK10",9,23.5196,0.4523,14191.762,272.9185,"1AK10 3 2 60BON 1 4185#23#999#999","60BON","BS","2010-06-09 03:24","1AK10 3 2 60BON 1",2,"GOOD",56.97033,-160.3365,52,333,0,6,1,999,"NOT DETERMINED","NOT DETERMINED","B",23,"C - 4 (COPEPODITE IV)","3","Calanus marshallae",999,123.81718,2010,NA,NA,0.493102857603848,0.0778181501067857,6997.99839663371,1355.57142719773,542.228570879091,134.576892242956,21.1740091829042,8.46960367316166,"3"
"16",62,"1AK10",9,23.5196,0.4523,2042.7524,39.2837,"1AK10 3 2 60BON 1 4185#24#999#999","60BON","BS","2010-06-09 03:24","1AK10 3 2 60BON 1",2,"GOOD",56.97033,-160.3365,52,333,0,6,1,999,"NOT DETERMINED","NOT DETERMINED","B",24,"C - 5 (COPEPODITE V)","3","Calanus marshallae",999,123.81718,2010,NA,NA,1.28108646212632,0.163979799162647,2616.94244511606,481.348472947463,192.539389178985,50.3258162522318,7.51865728494721,3.00746291397888,"3"
"17",62,"1AK10",9,23.5196,0.4523,0,0,"1AK10 3 2 60BON 1 4185#0#1#999","60BON","BS","2010-06-09 03:24","1AK10 3 2 60BON 1",2,"GOOD",56.97033,-160.3365,52,333,0,6,1,1,"MALE","NOT DETERMINED","B",0,"ADULT","3","Calanus marshallae",999,123.81718,2010,NA,NA,1.39403719141276,0.238241938468224,0,0,0,0,0,0,"3"
"18",62,"1AK10",9,23.5196,0.4523,1182.6464,22.7432,"1AK10 3 2 60BON 1 4185#0#2#999","60BON","BS","2010-06-09 03:24","1AK10 3 2 60BON 1",2,"GOOD",56.97033,-160.3365,52,333,0,6,1,2,"FEMALE","NOT DETERMINED","B",0,"ADULT","3","Calanus marshallae",999,123.81718,2010,NA,NA,1.83955356985089,0.240161339042795,2175.54140699131,396.287447965585,158.514979186234,41.8373347498329,6.19000511071485,2.47600204428594,"3"
"19",71,"1AK10",25,41.3397,0.6777,15.5672,0.2552,"1AK10 18 2 60BON 1 4185#0#1#999","60BON","BS","2010-06-25 03:03","1AK10 18 2 60BON 1",2,"GOOD",57.30933,-167.71651,61,333,0,6,1,1,"MALE","NOT DETERMINED","B",0,"ADULT","18","Calanus marshallae",999,125.41505,2010,NA,NA,1.39403719141276,0.238241938468224,21.7012557661606,3.10175647566595,1.24070259026638,0.355758291248535,0.0409555850709659,0.0163822340283864,"3"
"20",71,"1AK10",25,41.3397,0.6777,202.337,3.317,"1AK10 18 2 60BON 1 4185#0#2#999","60BON","BS","2010-06-25 03:03","1AK10 18 2 60BON 1",2,"GOOD",57.30933,-167.71651,61,333,0,6,1,2,"FEMALE","NOT DETERMINED","B",0,"ADULT","18","Calanus marshallae",999,125.41505,2010,NA,NA,1.83955356985089,0.240161339042795,372.20975066292,61.78369638352,24.713478553408,6.10179919119542,0.815791778976041,0.326316711590416,"3"
"21",71,"1AK10",25,41.3397,0.6777,1245.1442,20.4122,"1AK10 18 2 60BON 1 4185#22#999#999","60BON","BS","2010-06-25 03:03","1AK10 18 2 60BON 1",2,"GOOD",57.30933,-167.71651,61,333,0,6,1,999,"NOT DETERMINED","NOT DETERMINED","B",22,"C - 3 (COPEPODITE III)","18","Calanus marshallae",999,125.41505,2010,NA,NA,0.207782139885689,0.033859585789125,258.718726342254,42.1308603790307,16.8523441516123,4.24129059577465,0.556295779473117,0.222518311789247,"3"
"22",71,"1AK10",25,41.3397,0.6777,171.2087,2.8067,"1AK10 18 2 60BON 1 4185#23#999#999","60BON","BS","2010-06-25 03:03","1AK10 18 2 60BON 1",2,"GOOD",57.30933,-167.71651,61,333,0,6,1,999,"NOT DETERMINED","NOT DETERMINED","B",23,"C - 4 (COPEPODITE IV)","18","Calanus marshallae",999,125.41505,2010,NA,NA,0.493102857603848,0.0778181501067857,84.42349921664,12.9609752181366,5.18439008725465,1.38399179043672,0.171136685717761,0.0684546742871046,"3"
"23",66,"1AR09",12,86.988,1.4498,4872.372,81.2062,"1AR09 4 2 20BON 1 4185#21#999#999","20BON","BS","2009-06-12 02:48","1AR09 4 2 20BON 1",2,"GOOD",56.96867,-164.7085,60,153,0,6,1,999,"NOT DETERMINED","NOT DETERMINED","C",21,"C - 2 (COPEPODITE II)","4","Calanus marshallae",999,8.96667,2009,NA,NA,0.075071254822619,0.0105904892293642,365.775080002594,60.6598934835325,24.263957393413,6.09625133337656,0.815011027639796,0.326004411055919,"3"
"24",71,"1AK10",25,41.3397,0.6777,0,0,"1AK10 18 2 60BON 1 4185#24#999#999","60BON","BS","2010-06-25 03:03","1AK10 18 2 60BON 1",2,"GOOD",57.30933,-167.71651,61,333,0,6,1,999,"NOT DETERMINED","NOT DETERMINED","B",24,"C - 5 (COPEPODITE V)","18","Calanus marshallae",999,125.41505,2010,NA,NA,1.28108646212632,0.163979799162647,0,0,0,0,0,0,"3"
"25",71,"1ME08",5,262.8917,4.3097,0,0,"1ME08 118 5 20BON 1 4185#21#999#999","20BON","BS","2008-09-05 18:39","1ME08 118 5 20BON 1",5,"GOOD",56.8965,-164.06117,61,153,0,9,1,999,"NOT DETERMINED","NOT DETERMINED","C",21,"C - 2 (COPEPODITE II)","118","Calanus marshallae",999,14.15416,2008,NA,NA,0.075071254822619,0.0105904892293642,0,0,0,0,0,0,"3"
"26",66,"1ME08",3,58.8336,1.0506,0,0,"1ME08 86 2 60BON 1 4185#0#1#999","60BON","BS","2008-09-03 10:18","1ME08 86 2 60BON 1",2,"GOOD",59.2525,-170.4185,56,333,0,9,1,1,"MALE","NOT DETERMINED","B",0,"ADULT","86","Calanus marshallae",999,98.99171,2008,NA,NA,1.39403719141276,0.238241938468224,0,0,0,0,0,0,"6"
"27",66,"1ME08",3,58.8336,1.0506,651.6888,11.6373,"1ME08 86 2 60BON 1 4185#0#2#999","60BON","BS","2008-09-03 10:18","1ME08 86 2 60BON 1",2,"GOOD",59.2525,-170.4185,56,333,0,9,1,2,"FEMALE","NOT DETERMINED","B",0,"ADULT","86","Calanus marshallae",999,98.99171,2008,NA,NA,1.83955356985089,0.240161339042795,1198.81645847185,211.628345046917,84.6513380187667,21.4074367584258,3.05756650805943,1.22302660322377,"6"
"28",66,"1ME08",3,58.8336,1.0506,724.1024,12.9304,"1ME08 86 2 60BON 1 4185#22#999#999","60BON","BS","2008-09-03 10:18","1ME08 86 2 60BON 1",2,"GOOD",59.2525,-170.4185,56,333,0,9,1,999,"NOT DETERMINED","NOT DETERMINED","B",22,"C - 3 (COPEPODITE III)","86","Calanus marshallae",999,98.99171,2008,NA,NA,0.207782139885689,0.033859585789125,150.455546168363,23.8116865292193,9.52467461168771,2.68670618157791,0.344026766433439,0.137610706573376,"6"
"29",66,"1ME08",3,58.8336,1.0506,2534.3528,45.2563,"1ME08 86 2 60BON 1 4185#23#999#999","60BON","BS","2008-09-03 10:18","1ME08 86 2 60BON 1",2,"GOOD",59.2525,-170.4185,56,333,0,9,1,999,"NOT DETERMINED","NOT DETERMINED","B",23,"C - 4 (COPEPODITE IV)","86","Calanus marshallae",999,98.99171,2008,NA,NA,0.493102857603848,0.0778181501067857,1249.69660785631,221.093426131763,88.4373704527054,22.316010854577,3.19431621857047,1.27772648742819,"6"
"30",66,"1ME08",3,58.8336,1.0506,7892.7016,140.9411,"1ME08 86 2 60BON 1 4185#24#999#999","60BON","BS","2008-09-03 10:18","1ME08 86 2 60BON 1",2,"GOOD",59.2525,-170.4185,56,333,0,9,1,999,"NOT DETERMINED","NOT DETERMINED","B",24,"C - 5 (COPEPODITE V)","86","Calanus marshallae",999,98.99171,2008,NA,NA,1.28108646212632,0.163979799162647,10111.2331693628,1996.93906728864,798.775626915458,180.557735167192,28.8513998889119,11.5405599555647,"6"
"31",72,"1ME08",3,29.3288,0.4808,0,0,"1ME08 94 2 60BON 1 4185#0#1#999","60BON","BS","2008-09-03 22:32","1ME08 94 2 60BON 1",2,"GOOD",58.04483,-169.67366,61,333,0,9,1,1,"MALE","NOT DETERMINED","B",0,"ADULT","94","Calanus marshallae",999,135.19258,2008,NA,NA,1.39403719141276,0.238241938468224,0,0,0,0,0,0,"6"
"32",72,"1ME08",3,29.3288,0.4808,28.8774,0.4734,"1ME08 94 2 60BON 1 4185#0#2#999","60BON","BS","2008-09-03 22:32","1ME08 94 2 60BON 1",2,"GOOD",58.04483,-169.67366,61,333,0,9,1,2,"FEMALE","NOT DETERMINED","B",0,"ADULT","94","Calanus marshallae",999,135.19258,2008,NA,NA,1.83955356985089,0.240161339042795,53.1215242580122,7.95894976412482,3.18357990564993,0.870844659967414,0.105089953610937,0.0420359814443747,"6"
"33",72,"1ME08",3,29.3288,0.4808,0,0,"1ME08 94 2 60BON 1 4185#22#999#999","60BON","BS","2008-09-03 22:32","1ME08 94 2 60BON 1",2,"GOOD",58.04483,-169.67366,61,333,0,9,1,999,"NOT DETERMINED","NOT DETERMINED","B",22,"C - 3 (COPEPODITE III)","94","Calanus marshallae",999,135.19258,2008,NA,NA,0.207782139885689,0.033859585789125,0,0,0,0,0,0,"6"
"34",72,"1ME08",3,29.3288,0.4808,317.6514,5.2074,"1ME08 94 2 60BON 1 4185#23#999#999","60BON","BS","2008-09-03 22:32","1ME08 94 2 60BON 1",2,"GOOD",58.04483,-169.67366,61,333,0,9,1,999,"NOT DETERMINED","NOT DETERMINED","B",23,"C - 4 (COPEPODITE IV)","94","Calanus marshallae",999,135.19258,2008,NA,NA,0.493102857603848,0.0778181501067857,156.634813061863,24.8422113884299,9.93688455537196,2.56778382068628,0.328016499635521,0.131206599854209,"6"
"35",72,"1ME08",3,29.3288,0.4808,9067.4792,148.6472,"1ME08 94 2 60BON 1 4185#24#999#999","60BON","BS","2008-09-03 22:32","1ME08 94 2 60BON 1",2,"GOOD",58.04483,-169.67366,61,333,0,9,1,999,"NOT DETERMINED","NOT DETERMINED","B",24,"C - 5 (COPEPODITE V)","94","Calanus marshallae",999,135.19258,2008,NA,NA,1.28108646212632,0.163979799162647,11616.224848732,2310.98604629444,924.394418517777,190.429915552984,30.5142542167196,12.2057016866878,"6"
"36",70,"1HE07",10,144.2034,2.1849,0,0,"1HE07 207 2 20BON 1 4185#21#999#999","20BON","BS","2007-05-10 10:24","1HE07 207 2 20BON 1",2,"GOOD",57.3285,-166.31567,66,153,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","C",21,"C - 2 (COPEPODITE II)","207","Calanus marshallae",999,10.52683,2007,NA,NA,0.075071254822619,0.0105904892293642,0,0,0,0,0,0,"3"
"37",72,"1ME08",4,78.9446,1.2733,0,0,"1ME08 100 2 20BON 1 4185#21#999#999","20BON","BS","2008-09-04 11:06","1ME08 100 2 20BON 1",2,"GOOD",57.601,-168.70784,62,153,0,9,1,999,"NOT DETERMINED","NOT DETERMINED","C",21,"C - 2 (COPEPODITE II)","100","Calanus marshallae",999,12.56594,2008,NA,NA,0.075071254822619,0.0105904892293642,0,0,0,0,0,0,"6"
"38",72,"1HE07",10,16.807,0.2401,1.295,0.0185,"1HE07 204 2 60BON 1 4185#0#1#999","60BON","BS","2007-05-10 00:02","1HE07 204 2 60BON 1",2,"GOOD",57.82833,-168.85217,70,333,0,5,1,1,"MALE","NOT DETERMINED","B",0,"ADULT","204","Calanus marshallae",999,108.27583,2007,NA,NA,1.39403719141276,0.238241938468224,1.80527816287952,0.226374745366321,0.0905498981465285,0.025789688041136,0.00258594635717546,0.00103437854287018,"6"
"39",72,"1HE07",10,16.807,0.2401,86.632,1.2376,"1HE07 204 2 60BON 1 4185#0#2#999","60BON","BS","2007-05-10 00:02","1HE07 204 2 60BON 1",2,"GOOD",57.82833,-168.85217,70,333,0,5,1,2,"FEMALE","NOT DETERMINED","B",0,"ADULT","204","Calanus marshallae",999,108.27583,2007,NA,NA,1.83955356985089,0.240161339042795,159.364204863323,25.2980826916712,10.1192330766685,2.27663149804747,0.288987557663239,0.115595023065295,"6"
"40",72,"1HE07",10,16.807,0.2401,0.644,0.0092,"1HE07 204 2 60BON 1 4185#22#999#999","60BON","BS","2007-05-10 00:02","1HE07 204 2 60BON 1",2,"GOOD",57.82833,-168.85217,70,333,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","B",22,"C - 3 (COPEPODITE III)","204","Calanus marshallae",999,108.27583,2007,NA,NA,0.207782139885689,0.033859585789125,0.133811698086384,0.0146319298286889,0.00585277193147557,0.00191159568694834,0.00016714490645905,6.68579625836201e-05,"6"
"41",72,"1HE07",10,16.807,0.2401,0,0,"1HE07 204 2 60BON 1 4185#23#999#999","60BON","BS","2007-05-10 00:02","1HE07 204 2 60BON 1",2,"GOOD",57.82833,-168.85217,70,333,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","B",23,"C - 4 (COPEPODITE IV)","204","Calanus marshallae",999,108.27583,2007,NA,NA,0.493102857603848,0.0778181501067857,0,0,0,0,0,0,"6"
"42",72,"1HE07",10,16.807,0.2401,0,0,"1HE07 204 2 60BON 1 4185#24#999#999","60BON","BS","2007-05-10 00:02","1HE07 204 2 60BON 1",2,"GOOD",57.82833,-168.85217,70,333,0,5,1,999,"NOT DETERMINED","NOT DETERMINED","B",24,"C - 5 (COPEPODITE V)","204","Calanus marshallae",999,108.27583,2007,NA,NA,1.28108646212632,0.163979799162647,0,0,0,0,0,0,"6"
"43",91,"1ME08",6,123.3629,1.4863,0,0,"1ME08 129 2 20BON 1 4185#21#999#999","20BON","BS","2008-09-06 17:37","1ME08 129 2 20BON 1",2,"GOOD",56.28483,-165.70383,83,153,0,9,1,999,"NOT DETERMINED","NOT DETERMINED","C",21,"C - 2 (COPEPODITE II)","129","Calanus marshallae",999,16.82021,2008,NA,NA,0.075071254822619,0.0105904892293642,0,0,0,0,0,0,"3"
"44",70,"1HE07",13,116.896,1.8265,0.8256,0.0129,"1HE07 16 2 60BON 1 4185#0#1#999","60BON","BS","2007-04-13 08:07","1HE07 16 2 60BON 1",2,"GOOD",57.26217,-165.763,64,333,0,4,1,1,"MALE","NOT DETERMINED","B",0,"ADULT","16","Calanus marshallae",999,77.74406,2007,NA,NA,1.39403719141276,0.238241938468224,1.15091710523037,0.140941345299909,0.0563765381199635,0.0179830797692245,0.00176927904845916,0.000707711619383665,"3"
"45",70,"1HE07",13,116.896,1.8265,38.688,0.6045,"1HE07 16 2 60BON 1 4185#0#2#999","60BON","BS","2007-04-13 08:07","1HE07 16 2 60BON 1",2,"GOOD",57.26217,-165.763,64,333,0,4,1,2,"FEMALE","NOT DETERMINED","B",0,"ADULT","16","Calanus marshallae",999,77.74406,2007,NA,NA,1.83955356985089,0.240161339042795,71.1686485103914,10.828271140727,4.33130845629078,1.11201013297487,0.135930540605785,0.0543722162423139,"3"
"46",70,"1HE07",13,116.896,1.8265,0,0,"1HE07 16 2 60BON 1 4185#22#999#999","60BON","BS","2007-04-13 08:07","1HE07 16 2 60BON 1",2,"GOOD",57.26217,-165.763,64,333,0,4,1,999,"NOT DETERMINED","NOT DETERMINED","B",22,"C - 3 (COPEPODITE III)","16","Calanus marshallae",999,77.74406,2007,NA,NA,0.207782139885689,0.033859585789125,0,0,0,0,0,0,"3"
"47",70,"1HE07",13,116.896,1.8265,0,0,"1HE07 16 2 60BON 1 4185#23#999#999","60BON","BS","2007-04-13 08:07","1HE07 16 2 60BON 1",2,"GOOD",57.26217,-165.763,64,333,0,4,1,999,"NOT DETERMINED","NOT DETERMINED","B",23,"C - 4 (COPEPODITE IV)","16","Calanus marshallae",999,77.74406,2007,NA,NA,0.493102857603848,0.0778181501067857,0,0,0,0,0,0,"3"
"48",70,"1HE07",13,116.896,1.8265,9.8816,0.1544,"1HE07 16 2 60BON 1 4185#24#999#999","60BON","BS","2007-04-13 08:07","1HE07 16 2 60BON 1",2,"GOOD",57.26217,-165.763,64,333,0,4,1,999,"NOT DETERMINED","NOT DETERMINED","B",24,"C - 5 (COPEPODITE V)","16","Calanus marshallae",999,77.74406,2007,NA,NA,1.28108646212632,0.163979799162647,12.6591839841475,1.75876813453886,0.703507253815546,0.197799749752304,0.0220783447533846,0.00883133790135386,"3"
"49",82,"1OM01",23,627.675,8.369,0,0,"1OM01 14 3 60BON 1 4185#0#1#999","60BON","BS","2001-07-23 10:24","1OM01 14 3 60BON 1",3,"QUEST",56.98267,-168.98683,75,333,0,7,1,1,"MALE","NOT DETERMINED","B",0,"ADULT","14","Calanus marshallae",999,13.98009,2001,NA,NA,1.39403719141276,0.238241938468224,0,0,0,0,0,0,"3"
"50",82,"1OM01",23,627.675,8.369,0,0,"1OM01 14 3 60BON 1 4185#0#2#999","60BON","BS","2001-07-23 10:24","1OM01 14 3 60BON 1",3,"QUEST",56.98267,-168.98683,75,333,0,7,1,2,"FEMALE","NOT DETERMINED","B",0,"ADULT","14","Calanus marshallae",999,13.98009,2001,NA,NA,1.83955356985089,0.240161339042795,0,0,0,0,0,0,"3"
"51",82,"1OM01",23,627.675,8.369,0,0,"1OM01 14 3 60BON 1 4185#22#999#999","60BON","BS","2001-07-23 10:24","1OM01 14 3 60BON 1",3,"QUEST",56.98267,-168.98683,75,333,0,7,1,999,"NOT DETERMINED","NOT DETERMINED","B",22,"C - 3 (COPEPODITE III)","14","Calanus marshallae",999,13.98009,2001,NA,NA,0.207782139885689,0.033859585789125,0,0,0,0,0,0,"3"
"52",82,"1OM01",23,627.675,8.369,1373.385,18.3118,"1OM01 14 3 60BON 1 4185#23#999#999","60BON","BS","2001-07-23 10:24","1OM01 14 3 60BON 1",3,"QUEST",56.98267,-168.98683,75,333,0,7,1,999,"NOT DETERMINED","NOT DETERMINED","B",23,"C - 4 (COPEPODITE IV)","14","Calanus marshallae",999,13.98009,2001,NA,NA,0.493102857603848,0.0778181501067857,677.220068090261,116.01045294867,46.404181179468,9.02960090787015,1.23239073348912,0.49295629339565,"3"
"53",82,"1OM01",23,627.675,8.369,35536.2525,473.8167,"1OM01 14 3 60BON 1 4185#24#999#999","60BON","BS","2001-07-23 10:24","1OM01 14 3 60BON 1",3,"QUEST",56.98267,-168.98683,75,333,0,7,1,999,"NOT DETERMINED","NOT DETERMINED","B",24,"C - 5 (COPEPODITE V)","14","Calanus marshallae",999,13.98009,2001,NA,NA,1.28108646212632,0.163979799162647,45525.0119924527,9732.01228602446,3892.80491440978,607.000159899369,103.384147330289,41.3536589321157,"3"
"54",84,"1OM03",21,24.6299,0.3469,0,0,"1OM03 4 3 60BON 1 4185#0#1#999","60BON","BS","2003-07-21 13:00","1OM03 4 3 60BON 1",3,"QUEST",56.505,-165.95833,71,333,0,7,1,1,"MALE","NOT DETERMINED","B",0,"ADULT","4","Calanus marshallae",999,100.90326,2003,NA,NA,1.39403719141276,0.238241938468224,0,0,0,0,0,0,"3"
"55",84,"1OM03",21,24.6299,0.3469,11.2606,0.1586,"1OM03 4 3 60BON 1 4185#0#2#999","60BON","BS","2003-07-21 13:00","1OM03 4 3 60BON 1",3,"QUEST",56.505,-165.95833,71,333,0,7,1,2,"FEMALE","NOT DETERMINED","B",0,"ADULT","4","Calanus marshallae",999,100.90326,2003,NA,NA,1.83955356985089,0.240161339042795,20.714476928663,2.95347345587897,1.18138938235159,0.291753196178352,0.0332383972011339,0.0132953588804536,"3"
